Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2455,11450299,"Federico Matorra","2024-01-22 20:01:46",0.825,42,federicomatorra
2456,11387850,"Simon David","2024-01-21 20:18:23",0.825,27,simongsponer
2457,11449998,"Max Kostyukov","2024-01-17 22:05:53",0.824,14,maxkostyukov
2458,11374790,"Ryosuke Horiuchi","2024-01-22 08:04:15",0.824,16,riow1983
2459,11259543,"Meow Meow Gun!","2023-11-22 18:18:28",0.824,6,"leomidfin,zihaoyinetudient"
2460,11471946,"Pigeon Team","2024-01-21 19:40:07",0.824,1,"fanyuyin,shizhenl,yukaricat"
2461,11178257,s3nh,"2023-12-04 13:54:04",0.824,15,damianpanek
2462,11275573,"Anthony Mulcahy","2024-01-06 23:50:26",0.824,28,aemulcahy
2463,11223523,Daisuke0204,"2023-11-20 03:22:35",0.823,26,daisuke0204
2464,11502184,CookieJar,"2024-01-14 15:13:44",0.823,7,jennnnnd
2465,11326757,"[Deleted] 32e81e77-e76e-428d-980d-58f32dce9725","2023-11-30 21:31:42",0.823,5,del=e247e0447b6bba0c
2466,11232427,"Ray F","2023-12-09 13:32:03",0.823,3,floppydisks
2467,11245204,"Maxim Tsygankov","2024-01-01 16:07:50",0.823,26,chubasik
2468,11279302,"codeur rapide","2023-11-21 16:39:43",0.823,2,paulpaulpaulpaull
2469,11278043,"Koyo Ogura","2024-01-22 10:05:42",0.823,9,koyoogura
2470,11278753,Nandanam,"2023-11-21 11:29:22",0.823,1,nandanam
2471,11264270,"WeiYan Feng","2024-01-20 04:03:05",0.823,14,weiyanfeng
2472,11175826,Prithviraj,"2023-12-28 17:06:07",0.823,15,prithviraj7387
2473,11278073,"Belati Jagad Bintang Syuhada","2023-11-21 08:57:32",0.822,1,belati
2474,11256712,imnoans,"2023-11-22 18:18:18",0.822,3,imnoans
2475,11179763,"tikki takka","2023-11-24 17:34:23",0.822,6,sparkyjunior
2476,11277692,"zhenghang li22","2023-11-21 11:29:04",0.822,3,"hechenx,zhenghangli22"
2477,11288052,naringles,"2023-11-24 03:35:53",0.822,5,naringles
2478,11265638,"Youseef Mo'men","2023-12-26 22:11:07",0.822,16,youseefmoemen
2479,11221309,mimita6654,"2023-11-21 03:39:18",0.822,15,mimita6654
2480,11227298,JoJo_KJ,"2023-11-30 06:13:10",0.822,13,jojokj
2481,11210244,GoForward,"2023-11-22 02:34:09",0.822,12,"anastasiajia,hiarcher,wu09015671"
2482,11210831,"Xiaolei Lian","2023-11-21 10:14:39",0.822,4,xiaoleilian
2483,11279698,"Pratyush Jena","2023-11-21 15:26:37",0.822,1,jpratyush
2484,11188374,procton,"2024-01-13 18:09:22",0.822,92,procton
2485,11180696,jdwu90,"2023-11-22 07:29:06",0.822,1,jackiewu
2486,11254827,"Huang Jing Stark","2023-11-21 09:15:21",0.822,3,huangjingstark
2487,11185163,"Kirtan Kanani","2023-11-21 00:49:30",0.822,1,kirtankanani
2488,11278542,SuanBaiCai,"2023-12-05 06:51:14",0.822,2,suanbaicai
2489,11447810,lihao612,"2023-12-28 08:05:45",0.822,2,lihao612
2490,11326667,"Saurabh Tiwari","2024-01-21 18:50:59",0.822,110,saurabhtiwari13
2491,11205452,AaronElliot,"2023-11-29 13:23:00",0.822,21,wabalubdubdub
2492,11222395,payango,"2023-11-20 08:14:28",0.822,6,payango
2493,11280447,"aman singh","2023-11-30 06:51:00",0.821,7,amansingh1234567890
2494,11273403,Summeriis,"2023-11-27 14:25:31",0.821,5,summeriis
2495,11190237,"Ransaka Ravihara","2023-11-25 19:48:59",0.821,24,ransakaravihara
2496,11408239,mturk24,"2023-12-30 01:56:07",0.821,14,mturk24
2497,11164735,"Takfarines Guergueb","2024-01-21 07:26:01",0.821,13,bachaboos
2498,11185010,kaggler666,"2023-12-11 12:06:06",0.821,6,shixl007
2499,11251535,"dragon zhang","2023-11-20 04:06:30",0.821,5,dragonzhang
2500,11458920,AAAAriache,"2024-01-22 12:27:51",0.821,10,"jiayiarialiu,sherryz"
2501,11165058,YYama,"2023-11-20 21:14:26",0.821,29,yosukeyama
2502,11300654,fil17,"2023-12-04 16:09:17",0.821,21,filippobuonco95
2503,11190400,"YK Pan","2023-11-24 01:34:02",0.821,20,vansher
2504,11278163,baysa123,"2023-11-21 09:37:05",0.821,1,baysa123
2505,11202089,再打野鸡剁手,"2023-11-20 11:31:09",0.821,3,fanxionghang
2506,11278679,daqige,"2023-11-21 15:38:12",0.821,1,daqige
2507,11273172,messi,"2023-11-20 12:56:14",0.821,1,wxt19990307
2508,11182131,tmleyncodes,"2023-11-22 07:31:25",0.821,1,tmleyncodes
2509,11227413,"Haoqin Hong","2023-11-24 07:36:34",0.821,10,haoqinhong
2510,11165634,Yummy,"2023-12-06 09:40:58",0.821,10,tunvtrnh
2511,11270492,zihanyan,"2023-11-20 03:50:23",0.821,1,zihanyan1030
2512,11168408,"Akshat Gupta","2023-11-20 05:22:24",0.821,16,akshatgupta2810
2513,11248855,Alena,"2023-12-03 08:09:22",0.821,10,alenashilina
2514,11211513,al1337,"2023-11-28 12:43:46",0.821,42,"al1337,sheedasb"
2515,11410905,"Mohamed Mejri","2024-01-15 10:49:48",0.821,24,mohamed1mejri
2516,11408348,"Edmund Young","2023-12-21 03:29:47",0.821,7,edmundyoung
2517,11253268,"Chingiz Nurzhanov","2023-11-22 09:04:37",0.821,17,chingiznurzhanov
2518,11182378,"Vipra Singh","2023-11-29 03:19:58",0.821,3,"abhayrajsingh,vsingh9076"
2519,11180742,"Chinzorigt Ganbat","2023-11-22 14:06:56",0.821,6,chinzorigtganbat
2520,11267549,Leimeng46,"2023-11-20 06:00:52",0.821,1,leimeng46
2521,11166153,遥遥领先！,"2023-11-20 03:17:59",0.821,4,kakarroto
2522,11169827,"Sakura Kinomoto","2024-01-19 14:30:14",0.821,24,sakurakinomoto
2523,11234536,Jiawen9,"2023-11-20 04:11:57",0.820,2,jiawen9
2524,11222626,Zak,"2023-11-20 18:24:18",0.820,9,mrzeco
2525,11275470,"Fred Shi","2023-11-20 20:07:27",0.820,1,joejackjustin
2526,11195686,tobe,"2023-11-29 15:29:08",0.820,43,"gokulsinghshah,shamepooh"
2527,11164387,IlyaLion,"2023-11-20 23:49:12",0.820,52,ilyalion
2528,11183176,Mavericks,"2024-01-22 03:24:53",0.820,5,"azulafire,zhikangniuxdu"
2529,11274519,fsodogandji,"2023-11-20 23:38:31",0.820,1,fabsod
2530,11280799,Ghassen,"2023-11-21 19:29:21",0.820,1,bugmaker
2531,11452185,WindNA,"2024-01-22 15:22:19",0.820,50,phongkhonghong
2532,11474890,"Iuri Maslincov","2024-01-05 22:56:55",0.819,2,iurimaslincov
2533,11188511,Rigos,"2023-11-22 10:47:08",0.819,26,rigos0
2534,11432596,"QuyNguyen03  ","2023-12-28 02:13:18",0.819,14,quynguyen03
2535,11470108,Dracarys,"2024-01-18 05:58:04",0.819,46,rohitsingh9990
2536,11454797,"Shashwat Naidu 07","2023-12-30 15:19:33",0.818,5,shashwatnaidu07
2537,11184403,"Ouédraogo Wendé Gûudi Alban","2023-12-27 16:47:22",0.818,12,"albanshakespeare,somkietaouedraogo,waalbannyantudre"
2538,11170916,"Dawid Koterwas","2023-12-01 19:27:53",0.818,69,dawidkoterwas
2539,11267109,"Yonqqiang Han","2023-11-25 10:03:58",0.818,6,yonqqianghan
2540,11477365,"Rob D","2024-01-09 00:52:45",0.817,14,robbob62287
2541,11221615,ZengxiangLu,"2023-11-24 06:03:38",0.817,31,luzengxiang
2542,11442763,strumpfchloe,"2023-12-27 18:51:49",0.815,10,strumpfchloe
2543,11173935,SuperXiaoXin,"2023-12-04 12:28:36",0.815,8,superxiaoxin
2544,11225657,Inverse,"2023-11-19 22:18:15",0.815,5,guesschess
2545,11385182,AKSHAT,"2024-01-14 19:34:34",0.814,22,akshatshaw7
2546,11284395,"Daniel Budi","2023-11-23 06:18:42",0.814,2,arniefutaki
2547,11300719,Faisal,"2023-11-25 19:04:03",0.814,1,c4nter
2548,11302817,uncia,"2023-11-28 13:00:08",0.814,6,yujiroyujiro
2549,11178764,"Alex Boden","2023-11-24 02:41:02",0.814,5,alexrboden
2550,11362979,"Tsakalis Pantelis","2023-12-12 12:23:07",0.814,24,tsakalis
2551,11165441,Luficerg,"2023-11-30 06:37:24",0.813,13,luficergfree
2552,11165788,BlackNoodle,"2023-12-03 16:13:38",0.812,2,tjr4090
2553,11293589,HeYihao1,"2023-12-06 07:07:46",0.812,3,heyihao1
2554,11433484,Ellison,"2024-01-22 01:14:11",0.812,66,elchan50
2555,11289799,LaTrattorIA,"2023-11-30 17:57:58",0.812,18,"danilerond,jordivg1"
2556,11223010,paawel,"2023-11-30 11:36:07",0.812,18,paawel
2557,11218984,"Nhat Dealin","2023-11-22 14:58:40",0.812,17,nhatdealin
2558,11256649,ssokeem,"2023-12-01 12:57:18",0.812,5,kimsojeong
2559,11426462,Ebi,"2023-12-23 12:19:04",0.812,3,ebinan92
2560,11402389,stennisjarrod,"2023-12-16 11:45:51",0.811,5,stennisjarrod
2561,11326097,"nursen tore","2024-01-07 19:41:25",0.811,22,"burakyener,nursentore"
2562,11181493,superferg,"2024-01-22 22:45:56",0.810,76,a871435632
2563,11175988,"Moctar Abdoul Latif Sawadogo","2024-01-21 23:55:26",0.810,115,moctarsmal
2564,11256954,yoojiinn,"2023-11-23 05:24:54",0.810,22,yoojiinn
2565,11194961,TianXianYiHao,"2023-11-28 13:44:56",0.810,10,tianxianyihao
2566,11452124,"Ram Jai","2023-12-31 02:54:00",0.810,2,ramjai
2567,11184610,"nima iji","2023-11-23 17:17:52",0.810,36,nimaiji
2568,11285287,"Allen He","2023-11-23 14:55:21",0.810,1,allenhe44
2569,11299165,"Ivan Gospodarik","2023-11-30 10:46:59",0.810,11,droidbaza
2570,11282543,doopsie,"2023-11-22 04:40:47",0.810,1,dhinkris
2571,11283919,"Ayush Anand","2023-11-22 09:38:43",0.810,1,tiquasar
2572,11314742,SubCero,"2023-11-29 23:58:42",0.809,4,subcero
2573,11484689,"Hindesh Akash","2024-01-22 22:35:35",0.809,8,hindeshakash
2574,11290179,Zintoulou,"2023-12-04 00:14:49",0.809,15,zintoulou
2575,11183079,TUnichtGuten,"2023-12-18 16:23:18",0.809,10,"aspy99,ederchr"
2576,11425020,BackStreetBoys,"2023-12-21 09:20:55",0.809,1,backstreetboys
2577,11306276,cherish_zhang,"2023-11-27 10:39:53",0.809,1,cherishzhang
2578,11195268,"sunil thite","2023-11-25 07:16:32",0.809,28,sunilthite
2579,11292263,"Ronald Pinto","2023-11-25 23:43:16",0.809,1,ronaldpinto
2580,11489018,"liu liu liu a","2024-01-18 04:12:03",0.808,2,liuliuliua
2581,11186653,helloworld193,"2023-11-29 14:01:51",0.808,15,helloworld193
2582,11252486,"like grah keep it a stack","2023-11-26 19:55:45",0.808,46,"acsaber,chungimungi"
2583,11259012,Loouis,"2023-11-30 01:40:25",0.808,19,yoosul
2584,11472947,"Jon Blanchard","2024-01-22 20:35:06",0.808,48,jonblanchard
2585,11494424,"LSM Tiger","2024-01-22 09:22:55",0.808,61,lsmtiger
2586,11321767,ManavMehta75,"2023-11-30 04:03:23",0.808,3,manavmehta75
2587,11321451,"Nayan Charaniya","2023-11-30 06:38:09",0.808,5,nayancharaniya
2588,11460778,"Collin Burton","2024-01-11 04:35:50",0.808,5,collinburton
2589,11376822,twotodevnull,"2024-01-17 19:00:06",0.808,15,twotodevnull
2590,11260008,"John Mtr","2024-01-13 16:08:41",0.808,54,johnmtr
2591,11271719,"山田 絢太郎","2023-12-25 01:33:56",0.808,10,yamadakentaro2
2592,11190807,"Jaeshin Cho","2023-12-12 09:45:04",0.808,4,jaeshincho
2593,11177697,"navid mirnouri","2023-11-15 19:46:29",0.808,16,navidmirnouri
2594,11166265,helloworldhi,"2023-11-22 10:55:15",0.808,18,"adstellaria,helloworldhi"
2595,11164774,JadenJ09,"2023-11-24 02:27:24",0.807,14,jadenj09
2596,11320844,"Ayaka Koba","2023-12-01 04:44:26",0.807,11,ayakakoba
2597,11259954,Roumaissaa,"2024-01-22 22:59:48",0.806,119,roumaissaa
2598,11180130,pimang62,"2023-11-27 10:39:38",0.806,11,pimang62
2599,11217224,"Dawid Motyka","2024-01-14 19:13:23",0.806,50,dawidmt
2600,11468010,"Jayanth Sai Marreddi","2024-01-19 09:03:20",0.805,10,jayanthsaimarreddi
2601,11329498,hhh1997,"2024-01-15 05:33:15",0.805,3,hhh1997
2602,11300444,"Brandon Schellhaass","2024-01-15 04:42:41",0.805,29,brandonschellhaass
2603,11253201,"Ganesh Sharma","2023-11-21 20:41:09",0.805,10,ganeshstemx
2604,11342911,fractal,"2024-01-07 03:38:17",0.805,30,matsuisouta
2605,11183947,PKara,"2023-12-12 12:08:58",0.804,43,pkarameros
2606,11250045,crylr,"2023-12-12 22:57:15",0.804,56,cryl10
2607,11182237,BearZhou,"2023-12-13 14:00:29",0.804,9,bearzhou
2608,11259719,"MEI Luoyu","2023-11-30 02:32:14",0.803,8,luoyumei
2609,11211798,lytic,"2024-01-22 16:29:50",0.803,277,sorokin
2610,11187057,hisariki,"2024-01-22 13:54:45",0.803,158,tasukukuriki
2611,11475014,"Ye Yuuu","2024-01-09 03:30:09",0.803,5,yeyuuu
2612,11378602,DavieOkunyah,"2024-01-22 09:55:06",0.803,19,davieokunyah
2613,11202267,"Umar IGAN","2024-01-17 15:47:28",0.803,51,umar47
2614,11228048,"Rami Khrais","2023-12-09 02:34:03",0.802,13,ramikhreas
2615,11237219,rroyc20,"2023-12-14 05:09:09",0.802,21,rroyc20
2616,11493221,gunter03,"2024-01-22 09:20:32",0.801,60,gunter03
2617,11327564,honghanhh,"2023-12-04 12:56:57",0.801,4,hnghnh
2618,11324410,"장동현(공과대학 산업공학과)","2023-12-05 12:28:17",0.801,15,rroyc20222
2619,11440112,"Tianzi Li","2023-12-27 12:04:18",0.800,7,tianzili
2620,11416937,siyuqtt_p,"2024-01-22 18:48:49",0.800,20,siyuqttp
2621,11409864,"Andrej Laetin","2023-12-24 15:03:20",0.800,26,andrejlaetin
2622,11290400,"Oren Rachmil","2024-01-21 21:55:16",0.800,17,"bestbeer,omerhofman,orenrachmil"
2623,11245084,MojanS,"2023-11-23 08:42:00",0.800,15,mojans
2624,11296798,"Jacob Allessio","2023-12-30 02:58:19",0.800,16,jacoballessio
2625,11312303,"Ignacio Hounie","2023-11-30 15:02:33",0.800,15,ihounie
2626,11180871,"Vincent Vin","2023-11-30 06:30:40",0.800,6,vincentvin
2627,11164510,"Bhavesh Jain","2023-12-01 00:03:22",0.800,12,bhavesjain
2628,11256008,frxchii,"2023-11-28 11:12:45",0.800,13,frxchii
2629,11229870,"ysk kwkm","2023-12-01 22:14:58",0.800,8,yskkwkm
2630,11224526,"Guess Who","2023-11-28 14:47:53",0.800,2,shyepochlxl
2631,11265532,"Leonardo Raggio","2023-11-28 19:48:57",0.800,18,leoraggio
2632,11165150,"Johnson chong","2024-01-16 08:11:56",0.800,5,johnsonhk88
2633,11277687,"Bushra Alhijawi","2023-12-03 13:51:36",0.800,39,alhijawibushra
2634,11164986,DrHB,"2024-01-16 05:21:15",0.799,35,"drhabib,iafoss"
2635,11235813,"AMIT KUMAR UPADHYAY","2024-01-18 12:40:59",0.799,11,amitkumarupadhyay012
2636,11273729,iamsst,"2023-11-23 12:54:51",0.799,8,iamsst
2637,11174840,Keshou,"2023-11-28 03:48:14",0.799,17,keisukecl
2638,11172741,"Deepak Kumar Mishra","2023-11-28 17:45:47",0.799,7,say2deepak
2639,11310251,geolearnerr,"2023-11-27 17:57:43",0.799,1,geokocha
2640,11311124,CRISES,"2023-11-29 12:40:55",0.799,10,najeebjebreel
2641,11179448,"JongYoon Lim","2023-11-28 00:01:09",0.799,1,codebricks
2642,11267965,inheehong,"2023-11-28 02:37:31",0.799,22,inheehong
2643,11164452,binga,"2023-11-28 03:40:32",0.799,4,phanisrikanth
2644,11166290,"Bo Xiao","2023-11-28 06:37:57",0.799,2,xbustc
2645,11280385,"Thumpudi Vishnu","2023-11-29 06:41:33",0.799,4,vishnuthumpudi
2646,11318538,"Simeng Xu","2023-11-29 06:38:20",0.799,1,simengxu
2647,11319436,darkerking,"2023-11-29 09:42:13",0.799,1,darkerking
2648,11201993,"Kala Nandini","2023-11-29 11:43:36",0.799,25,imnandini
2649,11211396,stones.zhang,"2023-11-29 13:52:22",0.799,1,stoneszhang
2650,11184426,SprykAI,"2023-12-01 12:23:17",0.799,25,"avamayra,danfosing,fredipy"
2651,11239297,J-nowcow,"2023-12-01 17:00:49",0.799,5,primerhw
2652,11182291,krues10,"2023-12-05 04:20:36",0.799,1,krues10
2653,11220646,Andrew,"2023-11-28 23:42:40",0.799,11,lilbitcrazy
2654,11183944,Pablo_94,"2023-11-27 12:22:45",0.799,16,pablo94
2655,11168466,Cleaner,"2024-01-22 21:31:42",0.798,214,xianghuang666
2656,11241849,QuData,"2024-01-22 22:39:55",0.798,37,"andreybeyn,kerrit"
2657,11386008,MOONSTAR98,"2023-12-12 20:29:12",0.798,3,moonstar98
2658,11308293,"Lucy Barlow","2023-11-27 11:18:32",0.797,1,lucybarlow
2659,11242731,"Coder Alliance","2023-12-05 12:54:22",0.797,16,weizhanjun
2660,11250356,"Darren Tung","2023-12-13 20:29:18",0.797,25,scr0ll0
2661,11269712,"Kalu Samuel","2023-11-27 19:19:04",0.797,3,kalusamuel
2662,11376407,"Muhammed Yuşa Becerikli","2023-12-13 07:46:23",0.797,8,muhammedyuabecerikli
2663,11168735,"Yusuke Nakayama","2023-12-01 17:48:52",0.796,100,nakayamar
2664,11223717,"Max Kazansky","2023-11-22 21:13:57",0.796,33,maxkazansky
2665,11278477,"Irina Krasnova","2023-12-13 15:32:37",0.796,17,irinakrasnova
2666,11282568,Linyu5,"2023-11-22 07:57:55",0.796,4,linyu5
2667,11367564,Blessures719,"2023-12-11 14:00:09",0.796,5,"blessures719,ivanchang2001,yuanpenghe"
2668,11194997,Durlabh_Jha,"2023-11-23 10:41:23",0.796,26,durlabhjha
2669,11459699,"Myles Dunlap","2024-01-22 12:13:55",0.796,14,dunlap0924
2670,11426860,"Henry Liu","2023-12-24 18:04:35",0.795,13,henryliu08
2671,11316563,v7evo10d,"2023-11-29 00:42:03",0.795,2,v7evo10d
2672,11218363,"Soomin Lee","2023-11-23 17:40:50",0.795,6,soomin1017
2673,11279447,LugerW,"2023-11-21 16:13:16",0.795,2,lugerw
2674,11221043,Eyeflag,"2023-11-22 10:34:33",0.795,1,eyeflag
2675,11463777,Freya_ii,"2024-01-06 16:05:24",0.795,1,freyaii
2676,11230857,"sambhav dixit","2023-12-07 07:27:33",0.795,23,sambhavdixit
2677,11200407,YujiAriyasu,"2023-11-27 01:57:28",0.795,39,yujiariyasu
2678,11198938,"Jonathan Herrera","2023-11-21 13:05:30",0.795,21,jdragonxherrera
2679,11176680,"Subhadeep Mandal","2023-12-02 13:33:46",0.795,4,subhadeepmandal0506
2680,11202721,becnic,"2023-12-08 16:13:15",0.795,28,becnic
2681,11427791,justchinese,"2024-01-18 00:54:48",0.794,1,egg873
2682,11495492,B.504,"2024-01-14 16:02:40",0.794,36,"lhutrng,quangbinh,trislee02"
2683,11330128,phm_hzx,"2023-12-07 05:57:09",0.794,13,"piaohongming02,zhanxianghuang"
2684,11168433,ToniRincon,"2023-11-18 16:51:22",0.794,28,tonirincon
2685,11422797,cmanning,"2024-01-20 20:50:14",0.794,134,cmanning
2686,11361428,"Ntem, kenyor","2023-12-26 15:06:40",0.793,22,nkenyor
2687,11295436,lynn,"2024-01-03 03:04:14",0.793,3,lynnxie
2688,11292140,WEtaiwi,"2023-12-03 08:40:51",0.793,24,wetaiwi
2689,11253680,"Masood Ahmed","2023-11-23 19:46:25",0.793,8,maso0dahmed
2690,11167727,YiFei,"2023-11-24 06:22:30",0.793,88,"mullerf,yangyifeiluo"
2691,11211375,Moriki,"2023-11-25 06:17:14",0.792,10,moriki
2692,11176884,manoj,"2023-12-10 07:13:15",0.792,1,anozele
2693,11235607,Bay_AtLex,"2023-12-15 12:09:09",0.792,5,bjatalanta
2694,11301843,angidgidtn,"2023-12-13 06:13:16",0.792,7,angidgidtn
2695,11405259,"Victoria Marteniss","2024-01-22 19:31:40",0.792,48,victoriamarteniss
2696,11283675,linzhuozi,"2023-11-25 07:28:19",0.792,13,linzhuozi
2697,11200290,anhster,"2023-11-25 07:06:46",0.792,9,doinqa
2698,11291282,"Karthik Vinayan","2023-11-28 03:38:13",0.792,11,nexuswho
2699,11167022,"Dead Neurons","2023-11-24 00:44:59",0.792,10,"boypoor,zhejianlai"
2700,11329453," baechamuk","2023-12-08 10:32:05",0.792,9,baechamuk
2701,11219290,"Fekih Mohamed el Amin","2023-11-30 17:30:46",0.792,26,fekihmea
2702,11500894,"Belal Emad","2024-01-22 11:35:54",0.791,55,belalemadhussein
2703,11304743,"Miroojin Bakshi","2023-11-27 13:22:22",0.791,3,mbakshi1094
2704,11164446,AIAdventures,"2023-11-29 12:50:39",0.791,29,"jkooup,loggerhead22,maksimnamit"
2705,11279176,Sandy,"2024-01-08 19:08:49",0.791,85,sandeepmnair
2706,11285169,"Mohamed Bedhiafi1","2023-11-24 08:13:00",0.791,3,mohamedbedhiafi1
2707,11190813,"Михаил Бобров","2023-12-06 13:55:22",0.791,6,bobermiha
2708,11252334,"PKUSZ boi","2023-11-29 16:20:19",0.791,23,pkuszboi
2709,11187800,NoNameTeam,"2023-12-10 09:29:16",0.791,3,"rafanojek,tkachenkooleg"
2710,11477013,RealByte,"2024-01-17 02:52:24",0.791,6,jaangk
2711,11246574,"Sanal Shivaprasad","2024-01-22 20:14:46",0.791,11,sanalshivaprasad
2712,11374901,C3034,"2023-12-15 03:37:33",0.791,1,renng3
2713,11401042,"Nabeel Shar","2023-12-16 20:03:51",0.791,3,nabeelshar
2714,11318277,"li ziyi","2023-11-29 06:50:18",0.791,1,liziyifromjlu
2715,11180858,djfrancesco,"2023-11-25 17:39:21",0.791,6,francoispacull
2716,11279928,"Sungmin Oh","2023-11-24 01:31:22",0.791,10,fabxoe
2717,11291824,hyenagatha,"2023-11-24 02:59:52",0.791,5,hyenagatha
2718,11172224,"Yingning Ma","2023-11-24 02:13:18",0.791,1,mayingning
2719,11193666,김민지_,"2023-11-24 03:26:06",0.791,6,drlaalswl7288
2720,11288889,khsamuelkim,"2023-11-24 03:50:50",0.791,3,khsamuelkim
2721,11262851,"Nathan Bian","2023-11-24 05:26:43",0.791,16,nathanbian
2722,11169749,"Takafumi Takizawa","2023-11-24 16:46:15",0.791,9,takafumitakizawa
2723,11177233,k3nt,"2023-11-25 09:21:09",0.791,5,kent34
2724,11278319,"TonyYun Yang","2023-11-24 09:36:30",0.791,10,tonyyunyang
2725,11183104,sadotal,"2023-11-24 08:21:46",0.791,1,sadotal
2726,11294636,"[Deleted] a680fea2-2991-418a-8c95-39ef5a943e87","2023-12-05 16:32:30",0.791,4,del=699611dd8d7d9a98
2727,11265266,"Bhanupratap Biswas☑️","2023-11-25 08:58:55",0.791,5,bhanupratapbiswas
2728,11174900,"Leyi Cao","2023-11-24 11:37:05",0.791,1,crystaal
2729,11296094,Akshit_Malhotra_03,"2023-11-24 16:07:18",0.791,1,akshitmalhotra03
2730,11229383,"[Deleted] 01727491-46e5-4427-aca2-67afdc8240c7","2023-12-03 20:34:38",0.791,26,del=e70c23df2e0b9546
2731,11176644,"Bingchen Zhao","2023-11-25 18:11:26",0.791,1,bingchenzhao
2732,11302260,"bush raymond","2023-11-26 06:58:22",0.791,2,bushraymond
2733,11302932,niu3321,"2023-11-26 10:07:46",0.791,1,niu3321
2734,11303423,AlloyShine,"2023-11-26 12:27:14",0.791,1,alloyshine
2735,11298261,我是小当家,"2023-11-26 16:18:19",0.791,1,imxiaodangjia
2736,11172765,"Yang Zhou","2023-11-26 22:00:32",0.791,3,yaaangzhou
2737,11167887,Soomin,"2023-11-27 04:48:56",0.791,9,soominok
2738,11306474,yxw666,"2023-11-27 04:39:20",0.791,1,yxw666
2739,11235980,chema969,"2023-12-14 13:25:46",0.791,50,iaa1819grupo1
2740,11311336,syoka4156,"2023-11-27 23:52:11",0.791,1,syoka4156
2741,11312210,"Huy Tran","2023-11-28 03:49:44",0.791,1,calemolech
2742,11168632,RohanHBTU,"2023-11-29 10:18:07",0.791,1,rohanhbtu
2743,11272678,yy1165,"2023-11-29 11:56:34",0.791,1,yyq263
2744,11257442,どろころ,"2023-12-01 02:06:18",0.791,4,"colloidoon,ta1111,tristandai"
2745,11322325,"Hamza NABIL","2023-12-26 17:12:12",0.791,15,hamzanabil
2746,11322379,jimchen,"2023-11-30 05:30:23",0.791,4,jc4214
2747,11324431,"Zhisheng Jiang","2023-11-30 08:28:24",0.791,1,zhishengjiang
2748,11283559,황새연2020310967,"2023-12-22 08:17:12",0.791,3,ghkdtodus
2749,11419246,"Bach Ngo","2023-12-20 07:36:27",0.791,1,bachngoh
2750,11201268,Eirene2020,"2023-11-25 14:08:48",0.791,1,eirene2020
2751,11269231,"Pankaj kumar","2023-11-25 16:19:32",0.791,1,pankajkumar2002
2752,11225046,"Ayman Khalafallah","2023-11-25 18:05:19",0.791,1,aymankh
2753,11302768,"Jatin Arutla","2023-11-26 09:24:57",0.791,1,delhialli
2754,11293707,Kiyota,"2023-11-27 11:43:43",0.791,4,kiyota
2755,11294357,"tarek yahia","2023-11-30 12:15:56",0.791,1,tarekyahia
2756,11320995,🐱o(=•ェ•=)m🐱,"2023-12-03 15:41:14",0.791,1,rxd1218
2757,11182283,team_exploit,"2023-12-13 06:01:40",0.791,2,"gowthamsagar10,udaykirankarusodi"
2758,11189013,"LAHOUCINE BOUSMENE","2023-12-22 09:50:43",0.791,6,fadmadahouz
2759,11274347,DECTOR6911,"2023-11-24 18:35:00",0.790,29,"jzz8819,linzizhuo,lixiemma"
2760,11334352,"Rahul D Shetty","2023-12-05 06:29:19",0.790,17,rahuldshetty
2761,11348923,"QINGRUI LI","2023-12-25 11:26:26",0.790,7,qingruili
2762,11425049,DominatorKaggler,"2023-12-21 09:28:24",0.790,1,dominatorkaggler
2763,11418305,"just a beginning","2024-01-11 23:10:36",0.790,51,mohanapriyan
2764,11170091,MB,"2023-11-26 17:00:11",0.790,4,mbanaei
2765,11298912,"Rok Novosel","2023-11-27 18:27:06",0.790,4,roknovosel
2766,11302339,dpblueblue,"2023-12-05 04:27:41",0.789,15,dpblueblue
2767,11409534,"Garv Sethi","2024-01-03 06:18:11",0.789,12,garvsethi
2768,11330729,black_raven,"2023-12-09 18:25:37",0.789,5,bibhash123
2769,11192260,VERISBABY,"2023-11-27 16:13:14",0.789,4,babyveris
2770,11169235,"Carl McBride Ellis","2023-12-04 12:13:11",0.789,163,carlmcbrideellis
2771,11345404,dj_chrif,"2024-01-22 20:46:47",0.788,41,djchrif
2772,11289019,"Haoping Chang","2023-11-24 05:36:05",0.788,2,haopingchang
2773,11261951,GMB,"2023-11-23 12:34:28",0.787,15,"dbinlee,seonhonglee"
2774,11186979,"Umong Sain","2023-11-23 09:55:49",0.787,8,umongsain
2775,11290343,unknown-kid,"2023-11-23 12:17:43",0.787,1,unknownkid
2776,11267052,"HAESOL KIM","2023-11-23 15:12:41",0.787,4,lunatichi
2777,11291264,feifeitutu,"2023-11-23 15:04:30",0.787,1,feifeitutu
2778,11244069,Lucifirst,"2023-11-23 16:00:52",0.787,7,lucifirst
2779,11180445,Jungdy,"2023-11-23 17:55:26",0.787,2,jungdy
2780,11292641,"Seongmin Kim","2023-11-23 23:19:00",0.787,1,mrseongminkim
2781,11208765,chilly_la,"2023-11-24 02:01:37",0.787,9,chillyla
2782,11293479,digimagi,"2024-01-22 00:01:44",0.787,47,digimagi
